,ts_code,name,industry_detail,industry
0,000001.SZ,平安银行,银行-银行Ⅱ-银行Ⅲ,银行
1,000002.SZ,万科A,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
2,000004.SZ,国农科技,医药生物-化学制药-化学制剂,医药生物
3,000005.SZ,世纪星源,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
4,000006.SZ,深振业A,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
5,000007.SZ,全新好,商业贸易-商业物业经营-一般物业经营,商业贸易
6,000008.SZ,神州高铁,机械设备-运输设备Ⅱ-铁路设备,机械设备
7,000009.SZ,中国宝安,综合-综合Ⅱ-综合Ⅲ,综合
8,000010.SZ,美丽生态,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,建筑装饰
9,000011.SZ,深物业A,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
10,000012.SZ,南玻A,建筑材料-玻璃制造Ⅱ-玻璃制造Ⅲ,建筑材料
11,000014.SZ,沙河股份,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
12,000016.SZ,深康佳A,家用电器-视听器材-彩电,家用电器
13,000017.SZ,*ST中华A,汽车-其他交运设备Ⅱ-其他交运设备Ⅲ,汽车
14,000019.SZ,深粮控股,商业贸易-贸易Ⅱ-贸易Ⅲ,商业贸易
15,000020.SZ,深华发A,电子-电子制造-电子系统组装,电子
16,000021.SZ,深科技,电子-电子制造-电子系统组装,电子
17,000023.SZ,深天地A,建筑材料-其他建材Ⅱ-其他建材Ⅲ,建筑材料
18,000025.SZ,特力A,汽车-汽车服务Ⅱ-汽车服务Ⅲ,汽车
19,000026.SZ,飞亚达,轻工制造-家用轻工-珠宝首饰,轻工制造
20,000027.SZ,深圳能源,公用事业-电力-火电,公用事业
21,000028.SZ,国药一致,医药生物-医药商业Ⅱ-医药商业Ⅲ,医药生物
22,000029.SZ,深深房A,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
23,000030.SZ,富奥股份,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
24,000031.SZ,大悦城,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
25,000032.SZ,深桑达A,通信-通信设备-终端设备,通信
26,000034.SZ,神州数码,计算机-计算机应用-IT服务,计算机
27,000035.SZ,中国天楹,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
28,000036.SZ,华联控股,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
29,000037.SZ,深南电A,公用事业-电力-燃机发电,公用事业
30,000038.SZ,深大通,传媒-营销传播-营销服务,传媒
31,000039.SZ,中集集团,机械设备-金属制品Ⅱ-金属制品Ⅲ,机械设备
32,000040.SZ,东旭蓝天,公用事业-电力-新能源发电,公用事业
33,000042.SZ,中洲控股,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
34,000045.SZ,深纺织A,电子-光学光电子-显示器件Ⅲ,电子
35,000046.SZ,泛海控股,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
36,000048.SZ,京基智农,农林牧渔-饲料Ⅱ-饲料Ⅲ,农林牧渔
37,000049.SZ,德赛电池,电子-电子制造-电子系统组装,电子
38,000050.SZ,深天马A,电子-光学光电子-显示器件Ⅲ,电子
39,000055.SZ,方大集团,建筑装饰-专业工程-其他专业工程,建筑装饰
40,000056.SZ,皇庭国际,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
41,000058.SZ,深赛格,商业贸易-商业物业经营-专业市场,商业贸易
42,000059.SZ,华锦股份,化工-石油化工-石油加工,化工
43,000060.SZ,中金岭南,有色金属-工业金属-铅锌,有色金属
44,000061.SZ,农产品,商业贸易-商业物业经营-专业市场,商业贸易
45,000062.SZ,深圳华强,电子-其他电子Ⅱ-其他电子Ⅲ,电子
46,000063.SZ,中兴通讯,通信-通信设备-通信传输设备,通信
47,000065.SZ,北方国际,建筑装饰-专业工程-国际工程承包,建筑装饰
48,000066.SZ,中国长城,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
49,000068.SZ,华控赛格,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
50,000069.SZ,华侨城A,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
51,000070.SZ,特发信息,通信-通信设备-通信传输设备,通信
52,000078.SZ,海王生物,医药生物-医药商业Ⅱ-医药商业Ⅲ,医药生物
53,000088.SZ,盐田港,交通运输-港口Ⅱ-港口Ⅲ,交通运输
54,000089.SZ,深圳机场,交通运输-机场Ⅱ-机场Ⅲ,交通运输
55,000090.SZ,天健集团,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
56,000096.SZ,广聚能源,化工-石油化工-石油贸易,化工
57,000099.SZ,中信海直,交通运输-航空运输Ⅱ-航空运输Ⅲ,交通运输
58,000100.SZ,TCL科技,电子-光学光电子-显示器件Ⅲ,电子
59,000150.SZ,宜华健康,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,医药生物
60,000151.SZ,中成股份,商业贸易-贸易Ⅱ-贸易Ⅲ,商业贸易
61,000153.SZ,丰原药业,医药生物-化学制药-化学制剂,医药生物
62,000155.SZ,川能动力,公用事业-电力-新能源发电,公用事业
63,000156.SZ,华数传媒,传媒-文化传媒-有线电视网络,传媒
64,000157.SZ,中联重科,机械设备-专用设备-工程机械,机械设备
65,000158.SZ,常山北明,计算机-计算机应用-IT服务,计算机
66,000159.SZ,国际实业,化工-石油化工-石油贸易,化工
67,000166.SZ,申万宏源,非银金融-证券Ⅱ-证券Ⅲ,非银金融
68,000301.SZ,东方盛虹,化工-化学纤维-涤纶,化工
69,000333.SZ,美的集团,家用电器-白色家电-空调,家用电器
70,000338.SZ,潍柴动力,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
71,000400.SZ,许继电气,电气设备-电气自动化设备-电网自动化,电气设备
72,000401.SZ,冀东水泥,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,建筑材料
73,000402.SZ,金融街,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
74,000403.SZ,双林生物,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
75,000404.SZ,长虹华意,家用电器-白色家电-家电零部件,家用电器
76,000407.SZ,胜利股份,公用事业-燃气Ⅱ-燃气Ⅲ,公用事业
77,000408.SZ,*ST藏格,化工-化学制品-钾肥,化工
78,000409.SZ,ST地矿,综合-综合Ⅱ-综合Ⅲ,综合
79,000410.SZ,*ST沈机,机械设备-通用机械-机床工具,机械设备
80,000411.SZ,英特集团,医药生物-医药商业Ⅱ-医药商业Ⅲ,医药生物
81,000413.SZ,东旭光电,电子-光学光电子-显示器件Ⅲ,电子
82,000415.SZ,渤海租赁,非银金融-多元金融Ⅱ-多元金融Ⅲ,非银金融
83,000416.SZ,民生控股,非银金融-多元金融Ⅱ-多元金融Ⅲ,非银金融
84,000417.SZ,合肥百货,商业贸易-一般零售-百货,商业贸易
85,000419.SZ,通程控股,商业贸易-一般零售-多业态零售,商业贸易
86,000420.SZ,吉林化纤,化工-化学纤维-粘胶,化工
87,000421.SZ,南京公用,公用事业-燃气Ⅱ-燃气Ⅲ,公用事业
88,000422.SZ,ST宜化,化工-化学原料-氯碱,化工
89,000423.SZ,东阿阿胶,医药生物-中药Ⅱ-中药Ⅲ,医药生物
90,000425.SZ,徐工机械,机械设备-专用设备-工程机械,机械设备
91,000426.SZ,兴业矿业,有色金属-工业金属-铅锌,有色金属
92,000428.SZ,华天酒店,休闲服务-酒店Ⅱ-酒店Ⅲ,休闲服务
93,000429.SZ,粤高速A,交通运输-高速公路Ⅱ-高速公路Ⅲ,交通运输
94,000430.SZ,张家界,休闲服务-景点-自然景点,休闲服务
95,000488.SZ,晨鸣纸业,轻工制造-造纸Ⅱ-造纸Ⅲ,轻工制造
96,000498.SZ,山东路桥,建筑装饰-基础建设-路桥施工,建筑装饰
97,000501.SZ,鄂武商A,商业贸易-一般零售-百货,商业贸易
98,000502.SZ,绿景控股,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
99,000503.SZ,国新健康,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,医药生物
100,000504.SZ,ST生物,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
101,000505.SZ,京粮控股,农林牧渔-农产品加工-粮油加工,农林牧渔
102,000506.SZ,中润资源,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
103,000507.SZ,珠海港,交通运输-港口Ⅱ-港口Ⅲ,交通运输
104,000509.SZ,*ST华塑,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,医药生物
105,000510.SZ,新金路,化工-化学原料-氯碱,化工
106,000513.SZ,丽珠集团,医药生物-化学制药-化学制剂,医药生物
107,000514.SZ,渝开发,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
108,000516.SZ,国际医学,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,医药生物
109,000517.SZ,荣安地产,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
110,000518.SZ,四环生物,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
111,000519.SZ,中兵红箭,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,国防军工
112,000520.SZ,长航凤凰,交通运输-航运Ⅱ-航运Ⅲ,交通运输
113,000521.SZ,长虹美菱,家用电器-白色家电-冰箱,家用电器
114,000523.SZ,广州浪奇,化工-化学制品-日用化学产品,化工
115,000524.SZ,岭南控股,休闲服务-旅游综合Ⅱ-旅游综合Ⅲ,休闲服务
116,000525.SZ,红太阳,化工-化学制品-农药,化工
117,000526.SZ,紫光学大,传媒-互联网传媒-移动互联网服务,传媒
118,000528.SZ,柳工,机械设备-专用设备-工程机械,机械设备
119,000529.SZ,广弘控股,传媒-文化传媒-平面媒体,传媒
120,000530.SZ,冰山冷热,机械设备-通用机械-制冷空调设备,机械设备
121,000531.SZ,穗恒运A,公用事业-电力-火电,公用事业
122,000532.SZ,华金资本,电子-元件Ⅱ-被动元件,电子
123,000533.SZ,顺钠股份,电气设备-高低压设备-中压设备,电气设备
124,000534.SZ,万泽股份,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
125,000536.SZ,*ST华映,电子-光学光电子-显示器件Ⅲ,电子
126,000537.SZ,广宇发展,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
127,000538.SZ,云南白药,医药生物-中药Ⅱ-中药Ⅲ,医药生物
128,000539.SZ,粤电力A,公用事业-电力-火电,公用事业
129,000540.SZ,中天金融,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
130,000541.SZ,佛山照明,电子-光学光电子-LED,电子
131,000543.SZ,皖能电力,公用事业-电力-火电,公用事业
132,000544.SZ,中原环保,公用事业-水务Ⅱ-水务Ⅲ,公用事业
133,000545.SZ,金浦钛业,化工-化学原料-其他化学原料,化工
134,000546.SZ,金圆股份,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,建筑材料
135,000547.SZ,航天发展,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,国防军工
136,000548.SZ,湖南投资,交通运输-高速公路Ⅱ-高速公路Ⅲ,交通运输
137,000550.SZ,江铃汽车,汽车-汽车整车-商用载货车,汽车
138,000551.SZ,创元科技,机械设备-专用设备-环保设备,机械设备
139,000552.SZ,靖远煤电,采掘-煤炭开采Ⅱ-煤炭开采Ⅲ,采掘
140,000553.SZ,安道麦A,化工-化学制品-农药,化工
141,000554.SZ,泰山石油,化工-石油化工-石油贸易,化工
142,000555.SZ,神州信息,计算机-计算机应用-IT服务,计算机
143,000557.SZ,西部创业,交通运输-铁路运输Ⅱ-铁路运输Ⅲ,交通运输
144,000558.SZ,莱茵体育,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
145,000559.SZ,万向钱潮,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
146,000560.SZ,我爱我家,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
147,000561.SZ,烽火电子,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
148,000563.SZ,陕国投A,非银金融-多元金融Ⅱ-多元金融Ⅲ,非银金融
149,000564.SZ,供销大集,商业贸易-一般零售-百货,商业贸易
150,000565.SZ,渝三峡A,化工-化学制品-涂料油漆油墨制造,化工
151,000566.SZ,海南海药,医药生物-化学制药-化学制剂,医药生物
152,000567.SZ,海德股份,非银金融-多元金融Ⅱ-多元金融Ⅲ,非银金融
153,000568.SZ,泸州老窖,食品饮料-饮料制造-白酒,食品饮料
154,000570.SZ,苏常柴A,机械设备-通用机械-内燃机,机械设备
155,000571.SZ,*ST大洲,采掘-煤炭开采Ⅱ-煤炭开采Ⅲ,采掘
156,000572.SZ,ST海马,汽车-汽车整车-乘用车,汽车
157,000573.SZ,粤宏远A,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
158,000576.SZ,广东甘化,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,国防军工
159,000581.SZ,威孚高科,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
160,000582.SZ,北部湾港,交通运输-港口Ⅱ-港口Ⅲ,交通运输
161,000584.SZ,哈工智能,机械设备-专用设备-其它专用机械,机械设备
162,000585.SZ,*ST东电,电气设备-高低压设备-高压设备,电气设备
163,000586.SZ,汇源通信,通信-通信设备-通信传输设备,通信
164,000587.SZ,*ST金洲,轻工制造-家用轻工-珠宝首饰,轻工制造
165,000589.SZ,贵州轮胎,化工-橡胶-轮胎,化工
166,000590.SZ,启迪古汉,医药生物-中药Ⅱ-中药Ⅲ,医药生物
167,000591.SZ,太阳能,公用事业-电力-新能源发电,公用事业
168,000592.SZ,平潭发展,农林牧渔-林业Ⅱ-林业Ⅲ,农林牧渔
169,000593.SZ,大通燃气,公用事业-燃气Ⅱ-燃气Ⅲ,公用事业
170,000595.SZ,*ST宝实,机械设备-通用机械-机械基础件,机械设备
171,000596.SZ,古井贡酒,食品饮料-饮料制造-白酒,食品饮料
172,000597.SZ,东北制药,医药生物-化学制药-化学制剂,医药生物
173,000598.SZ,兴蓉环境,公用事业-水务Ⅱ-水务Ⅲ,公用事业
174,000599.SZ,青岛双星,化工-橡胶-轮胎,化工
175,000600.SZ,建投能源,公用事业-电力-火电,公用事业
176,000601.SZ,韶能股份,公用事业-电力-水电,公用事业
177,000603.SZ,盛达资源,有色金属-工业金属-铅锌,有色金属
178,000605.SZ,渤海股份,公用事业-水务Ⅱ-水务Ⅲ,公用事业
179,000606.SZ,顺利办,计算机-计算机应用-IT服务,计算机
180,000607.SZ,华媒控股,传媒-营销传播-营销服务,传媒
181,000608.SZ,阳光股份,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
182,000609.SZ,中迪投资,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
183,000610.SZ,西安旅游,休闲服务-酒店Ⅱ-酒店Ⅲ,休闲服务
184,000611.SZ,ST天首,纺织服装-纺织制造-其他纺织,纺织服装
185,000612.SZ,焦作万方,有色金属-工业金属-铝,有色金属
186,000613.SZ,大东海A,休闲服务-酒店Ⅱ-酒店Ⅲ,休闲服务
187,000615.SZ,京汉股份,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
188,000616.SZ,海航投资,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
189,000617.SZ,中油资本,非银金融-多元金融Ⅱ-多元金融Ⅲ,非银金融
190,000619.SZ,海螺型材,建筑材料-其他建材Ⅱ-其他建材Ⅲ,建筑材料
191,000620.SZ,新华联,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
192,000622.SZ,恒立实业,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
193,000623.SZ,吉林敖东,医药生物-化学制药-化学制剂,医药生物
194,000625.SZ,长安汽车,汽车-汽车整车-乘用车,汽车
195,000626.SZ,远大控股,商业贸易-贸易Ⅱ-贸易Ⅲ,商业贸易
196,000627.SZ,天茂集团,非银金融-保险Ⅱ-保险Ⅲ,非银金融
197,000628.SZ,高新发展,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,建筑装饰
198,000629.SZ,攀钢钒钛,采掘-其他采掘Ⅱ-其他采掘Ⅲ,采掘
199,000630.SZ,铜陵有色,有色金属-工业金属-铜,有色金属
200,000631.SZ,顺发恒业,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
201,000632.SZ,三木集团,综合-综合Ⅱ-综合Ⅲ,综合
202,000633.SZ,合金投资,有色金属-金属非金属新材料-金属新材料Ⅲ,有色金属
203,000635.SZ,英力特,化工-化学原料-氯碱,化工
204,000636.SZ,风华高科,电子-元件Ⅱ-被动元件,电子
205,000637.SZ,茂化实华,化工-石油化工-石油加工,化工
206,000638.SZ,万方发展,综合-综合Ⅱ-综合Ⅲ,综合
207,000639.SZ,西王食品,食品饮料-食品加工-食品综合,食品饮料
208,000650.SZ,仁和药业,医药生物-中药Ⅱ-中药Ⅲ,医药生物
209,000651.SZ,格力电器,家用电器-白色家电-空调,家用电器
210,000652.SZ,泰达股份,综合-综合Ⅱ-综合Ⅲ,综合
211,000655.SZ,金岭矿业,采掘-其他采掘Ⅱ-其他采掘Ⅲ,采掘
212,000656.SZ,金科股份,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
213,000657.SZ,中钨高新,有色金属-稀有金属-钨,有色金属
214,000659.SZ,珠海中富,轻工制造-包装印刷Ⅱ-包装印刷Ⅲ,轻工制造
215,000661.SZ,长春高新,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
216,000662.SZ,*ST天夏,计算机-计算机应用-IT服务,计算机
217,000663.SZ,*ST永林,轻工制造-家用轻工-家具,轻工制造
218,000665.SZ,湖北广电,传媒-文化传媒-有线电视网络,传媒
219,000666.SZ,经纬纺机,非银金融-多元金融Ⅱ-多元金融Ⅲ,非银金融
220,000667.SZ,美好置业,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
221,000668.SZ,荣丰控股,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
222,000669.SZ,*ST金鸿,公用事业-燃气Ⅱ-燃气Ⅲ,公用事业
223,000670.SZ,*ST盈方,电子-半导体-集成电路,电子
224,000671.SZ,阳光城,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
225,000672.SZ,上峰水泥,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,建筑材料
226,000673.SZ,*ST当代,传媒-文化传媒-影视动漫,传媒
227,000676.SZ,智度股份,传媒-互联网传媒-移动互联网服务,传媒
228,000677.SZ,恒天海龙,化工-化学纤维-涤纶,化工
229,000678.SZ,襄阳轴承,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
230,000679.SZ,*ST友谊,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
231,000680.SZ,山推股份,机械设备-专用设备-工程机械,机械设备
232,000681.SZ,视觉中国,传媒-互联网传媒-互联网信息服务,传媒
233,000682.SZ,东方电子,电气设备-电气自动化设备-电网自动化,电气设备
234,000683.SZ,远兴能源,化工-化学原料-纯碱,化工
235,000685.SZ,中山公用,公用事业-水务Ⅱ-水务Ⅲ,公用事业
236,000686.SZ,东北证券,非银金融-证券Ⅱ-证券Ⅲ,非银金融
237,000687.SZ,*ST华讯,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
238,000688.SZ,国城矿业,有色金属-工业金属-铅锌,有色金属
239,000690.SZ,宝新能源,公用事业-电力-新能源发电,公用事业
240,000691.SZ,亚太实业,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
241,000692.SZ,惠天热电,公用事业-电力-热电,公用事业
242,000695.SZ,滨海能源,轻工制造-包装印刷Ⅱ-包装印刷Ⅲ,轻工制造
243,000697.SZ,炼石航空,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
244,000698.SZ,沈阳化工,化工-石油化工-石油加工,化工
245,000700.SZ,模塑科技,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
246,000701.SZ,厦门信达,电子-元件Ⅱ-被动元件,电子
247,000702.SZ,正虹科技,农林牧渔-饲料Ⅱ-饲料Ⅲ,农林牧渔
248,000703.SZ,恒逸石化,化工-化学纤维-涤纶,化工
249,000705.SZ,浙江震元,医药生物-医药商业Ⅱ-医药商业Ⅲ,医药生物
250,000707.SZ,ST双环,化工-化学原料-纯碱,化工
251,000708.SZ,中信特钢,钢铁-钢铁Ⅱ-特钢,钢铁
252,000709.SZ,河钢股份,钢铁-钢铁Ⅱ-普钢,钢铁
253,000710.SZ,贝瑞基因,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
254,000711.SZ,京蓝科技,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
255,000712.SZ,锦龙股份,非银金融-证券Ⅱ-证券Ⅲ,非银金融
256,000713.SZ,丰乐种业,农林牧渔-种植业-种子生产,农林牧渔
257,000715.SZ,中兴商业,商业贸易-一般零售-百货,商业贸易
258,000716.SZ,黑芝麻,食品饮料-食品加工-食品综合,食品饮料
259,000717.SZ,韶钢松山,钢铁-钢铁Ⅱ-普钢,钢铁
260,000718.SZ,苏宁环球,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
261,000719.SZ,中原传媒,传媒-文化传媒-平面媒体,传媒
262,000720.SZ,新能泰山,公用事业-电力-火电,公用事业
263,000721.SZ,西安饮食,休闲服务-餐饮Ⅱ-餐饮Ⅲ,休闲服务
264,000722.SZ,湖南发展,公用事业-电力-水电,公用事业
265,000723.SZ,美锦能源,采掘-煤炭开采Ⅱ-焦炭加工,采掘
266,000725.SZ,京东方A,电子-光学光电子-显示器件Ⅲ,电子
267,000726.SZ,鲁泰A,纺织服装-纺织制造-棉纺,纺织服装
268,000727.SZ,*ST东科,电子-光学光电子-显示器件Ⅲ,电子
269,000728.SZ,国元证券,非银金融-证券Ⅱ-证券Ⅲ,非银金融
270,000729.SZ,燕京啤酒,食品饮料-饮料制造-啤酒,食品饮料
271,000731.SZ,四川美丰,化工-化学制品-氮肥,化工
272,000732.SZ,泰禾集团,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
273,000733.SZ,振华科技,电子-元件Ⅱ-被动元件,电子
274,000735.SZ,罗牛山,农林牧渔-畜禽养殖Ⅱ-畜禽养殖Ⅲ,农林牧渔
275,000736.SZ,中交地产,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
276,000737.SZ,ST南风,化工-化学制品-其他化学制品,化工
277,000738.SZ,航发控制,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
278,000739.SZ,普洛药业,医药生物-化学制药-化学原料药,医药生物
279,000750.SZ,国海证券,非银金融-证券Ⅱ-证券Ⅲ,非银金融
280,000751.SZ,锌业股份,有色金属-工业金属-铅锌,有色金属
281,000752.SZ,*ST西发,食品饮料-饮料制造-啤酒,食品饮料
282,000753.SZ,漳州发展,汽车-汽车服务Ⅱ-汽车服务Ⅲ,汽车
283,000755.SZ,山西路桥,交通运输-高速公路Ⅱ-高速公路Ⅲ,交通运输
284,000756.SZ,新华制药,医药生物-化学制药-化学原料药,医药生物
285,000757.SZ,浩物股份,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
286,000758.SZ,中色股份,有色金属-工业金属-铅锌,有色金属
287,000759.SZ,中百集团,商业贸易-一般零售-超市,商业贸易
288,000760.SZ,*ST斯太,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
289,000761.SZ,本钢板材,钢铁-钢铁Ⅱ-普钢,钢铁
290,000762.SZ,西藏矿业,采掘-其他采掘Ⅱ-其他采掘Ⅲ,采掘
291,000766.SZ,通化金马,医药生物-化学制药-化学制剂,医药生物
292,000767.SZ,漳泽电力,公用事业-电力-火电,公用事业
293,000768.SZ,中航飞机,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
294,000776.SZ,广发证券,非银金融-证券Ⅱ-证券Ⅲ,非银金融
295,000777.SZ,中核科技,机械设备-通用机械-机械基础件,机械设备
296,000778.SZ,新兴铸管,钢铁-钢铁Ⅱ-普钢,钢铁
297,000779.SZ,甘咨询,建筑装饰-基础建设-水利工程,建筑装饰
298,000780.SZ,*ST平能,采掘-煤炭开采Ⅱ-煤炭开采Ⅲ,采掘
299,000782.SZ,美达股份,化工-化学纤维-其他纤维,化工
300,000783.SZ,长江证券,非银金融-证券Ⅱ-证券Ⅲ,非银金融
301,000785.SZ,居然之家,商业贸易-一般零售-多业态零售,商业贸易
302,000786.SZ,北新建材,建筑材料-其他建材Ⅱ-其他建材Ⅲ,建筑材料
303,000788.SZ,北大医药,医药生物-化学制药-化学制剂,医药生物
304,000789.SZ,万年青,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,建筑材料
305,000790.SZ,华神科技,医药生物-中药Ⅱ-中药Ⅲ,医药生物
306,000791.SZ,甘肃电投,公用事业-电力-水电,公用事业
307,000792.SZ,*ST盐湖,化工-化学制品-钾肥,化工
308,000793.SZ,华闻集团,传媒-文化传媒-平面媒体,传媒
309,000795.SZ,英洛华,有色金属-金属非金属新材料-磁性材料,有色金属
310,000796.SZ,凯撒旅业,休闲服务-旅游综合Ⅱ-旅游综合Ⅲ,休闲服务
311,000797.SZ,中国武夷,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
312,000798.SZ,中水渔业,农林牧渔-渔业-海洋捕捞,农林牧渔
313,000799.SZ,酒鬼酒,食品饮料-饮料制造-白酒,食品饮料
314,000800.SZ,一汽解放,汽车-汽车整车-乘用车,汽车
315,000801.SZ,四川九洲,家用电器-视听器材-其它视听器材,家用电器
316,000802.SZ,北京文化,传媒-文化传媒-影视动漫,传媒
317,000803.SZ,*ST金宇,电气设备-电源设备-光伏设备,电气设备
318,000806.SZ,*ST银河,电气设备-高低压设备-高压设备,电气设备
319,000807.SZ,云铝股份,有色金属-工业金属-铝,有色金属
320,000809.SZ,铁岭新城,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
321,000810.SZ,创维数字,家用电器-视听器材-其它视听器材,家用电器
322,000811.SZ,冰轮环境,机械设备-通用机械-制冷空调设备,机械设备
323,000812.SZ,陕西金叶,轻工制造-包装印刷Ⅱ-包装印刷Ⅲ,轻工制造
324,000813.SZ,德展健康,医药生物-化学制药-化学制剂,医药生物
325,000815.SZ,美利云,轻工制造-造纸Ⅱ-造纸Ⅲ,轻工制造
326,000816.SZ,ST慧业,机械设备-通用机械-内燃机,机械设备
327,000818.SZ,航锦科技,化工-化学原料-氯碱,化工
328,000819.SZ,岳阳兴长,化工-石油化工-石油加工,化工
329,000820.SZ,*ST节能,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
330,000821.SZ,京山轻机,机械设备-专用设备-印刷包装机械,机械设备
331,000822.SZ,山东海化,化工-化学原料-纯碱,化工
332,000823.SZ,超声电子,电子-元件Ⅱ-印制电路板,电子
333,000825.SZ,太钢不锈,钢铁-钢铁Ⅱ-特钢,钢铁
334,000826.SZ,启迪环境,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
335,000828.SZ,东莞控股,交通运输-高速公路Ⅱ-高速公路Ⅲ,交通运输
336,000829.SZ,天音控股,商业贸易-专业零售-专业连锁,商业贸易
337,000830.SZ,鲁西化工,化工-化学制品-氮肥,化工
338,000831.SZ,五矿稀土,有色金属-稀有金属-稀土,有色金属
339,000833.SZ,粤桂股份,采掘-其他采掘Ⅱ-其他采掘Ⅲ,采掘
340,000835.SZ,*ST长动,传媒-互联网传媒-移动互联网服务,传媒
341,000836.SZ,富通鑫茂,通信-通信设备-通信传输设备,通信
342,000837.SZ,*ST秦机,机械设备-通用机械-机床工具,机械设备
343,000838.SZ,财信发展,房地产-房地产开发Ⅱ-房地产开发Ⅲ,房地产
