,ts_code,name,industry_detail,industry
1731,300316.SZ,晶盛机电,电气设备-电源设备-光伏设备,电气设备
1732,300317.SZ,珈伟新能,电气设备-电源设备-光伏设备,电气设备
1733,300318.SZ,博晖创新,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1734,300319.SZ,麦捷科技,电子-光学光电子-显示器件Ⅲ,电子
1735,300320.SZ,海达股份,化工-橡胶-其他橡胶制品,化工
1736,300321.SZ,同大股份,化工-塑料-合成革,化工
1737,300322.SZ,硕贝德,电子-电子制造-电子零部件制造,电子
1738,300323.SZ,华灿光电,电子-光学光电子-LED,电子
1739,300324.SZ,旋极信息,计算机-计算机应用-IT服务,计算机
1740,300325.SZ,德威新材,化工-塑料-其他塑料制品,化工
1741,300326.SZ,凯利泰,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1742,300327.SZ,中颖电子,电子-半导体-集成电路,电子
1743,300328.SZ,宜安科技,有色金属-工业金属-铝,有色金属
1744,300329.SZ,海伦钢琴,轻工制造-家用轻工-文娱用品,轻工制造
1745,300330.SZ,华虹计通,计算机-计算机应用-IT服务,计算机
1746,300331.SZ,苏大维格,电子-光学光电子-显示器件Ⅲ,电子
1747,300332.SZ,天壕环境,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
1748,300333.SZ,兆日科技,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1749,300334.SZ,津膜科技,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
1750,300335.SZ,迪森股份,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
1751,300336.SZ,新文化,传媒-营销传播-营销服务,传媒
1752,300337.SZ,银邦股份,有色金属-工业金属-铝,有色金属
1753,300338.SZ,开元股份,传媒-文化传媒-其他文化传媒,传媒
1754,300339.SZ,润和软件,计算机-计算机应用-IT服务,计算机
1755,300340.SZ,科恒股份,电子-其他电子Ⅱ-其他电子Ⅲ,电子
1756,300341.SZ,麦克奥迪,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1757,300342.SZ,天银机电,家用电器-白色家电-家电零部件,家用电器
1758,300343.SZ,联创股份,传媒-营销传播-营销服务,传媒
1759,300344.SZ,太空智造,计算机-计算机应用-软件开发,计算机
1760,300345.SZ,华民股份,机械设备-通用机械-磨具磨料,机械设备
1761,300346.SZ,南大光电,电子-半导体-半导体材料,电子
1762,300347.SZ,泰格医药,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,医药生物
1763,300348.SZ,长亮科技,计算机-计算机应用-软件开发,计算机
1764,300349.SZ,金卡智能,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1765,300350.SZ,华鹏飞,交通运输-物流Ⅱ-物流Ⅲ,交通运输
1766,300351.SZ,永贵电器,机械设备-运输设备Ⅱ-铁路设备,机械设备
1767,300352.SZ,北信源,计算机-计算机应用-软件开发,计算机
1768,300353.SZ,东土科技,通信-通信设备-通信传输设备,通信
1769,300354.SZ,东华测试,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1770,300355.SZ,蒙草生态,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,建筑装饰
1771,300356.SZ,光一科技,电气设备-电气自动化设备-计量仪表,电气设备
1772,300357.SZ,我武生物,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
1773,300358.SZ,楚天科技,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1774,300359.SZ,全通教育,传媒-互联网传媒-移动互联网服务,传媒
1775,300360.SZ,炬华科技,电气设备-电气自动化设备-计量仪表,电气设备
1776,300362.SZ,天翔环境,机械设备-专用设备-环保设备,机械设备
1777,300363.SZ,博腾股份,医药生物-化学制药-化学原料药,医药生物
1778,300364.SZ,中文在线,传媒-文化传媒-平面媒体,传媒
1779,300365.SZ,恒华科技,计算机-计算机应用-IT服务,计算机
1780,300366.SZ,创意信息,计算机-计算机应用-软件开发,计算机
1781,300367.SZ,东方网力,计算机-计算机应用-软件开发,计算机
1782,300368.SZ,汇金股份,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1783,300369.SZ,绿盟科技,计算机-计算机应用-软件开发,计算机
1784,300370.SZ,安控科技,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1785,300371.SZ,汇中股份,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1786,300373.SZ,扬杰科技,电子-半导体-分立器件,电子
1787,300374.SZ,恒通科技,建筑材料-其他建材Ⅱ-耐火材料,建筑材料
1788,300375.SZ,鹏翎股份,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1789,300376.SZ,易事特,电气设备-电源设备-储能设备,电气设备
1790,300377.SZ,赢时胜,计算机-计算机应用-软件开发,计算机
1791,300378.SZ,鼎捷软件,计算机-计算机应用-软件开发,计算机
1792,300379.SZ,东方通,计算机-计算机应用-软件开发,计算机
1793,300380.SZ,安硕信息,计算机-计算机应用-软件开发,计算机
1794,300381.SZ,溢多利,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
1795,300382.SZ,斯莱克,机械设备-专用设备-其它专用机械,机械设备
1796,300383.SZ,光环新网,通信-通信设备-通信配套服务,通信
1797,300384.SZ,三联虹普,建筑装饰-专业工程-化学工程,建筑装饰
1798,300385.SZ,雪浪环境,机械设备-专用设备-环保设备,机械设备
1799,300386.SZ,飞天诚信,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1800,300387.SZ,富邦股份,化工-化学制品-其他化学制品,化工
1801,300388.SZ,国祯环保,公用事业-水务Ⅱ-水务Ⅲ,公用事业
1802,300389.SZ,艾比森,电子-光学光电子-LED,电子
1803,300390.SZ,天华超净,电子-其他电子Ⅱ-其他电子Ⅲ,电子
1804,300391.SZ,康跃科技,机械设备-通用机械-内燃机,机械设备
1805,300392.SZ,腾信股份,传媒-营销传播-营销服务,传媒
1806,300393.SZ,中来股份,电气设备-电源设备-光伏设备,电气设备
1807,300394.SZ,天孚通信,通信-通信设备-通信传输设备,通信
1808,300395.SZ,菲利华,有色金属-金属非金属新材料-非金属新材料,有色金属
1809,300396.SZ,迪瑞医疗,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1810,300397.SZ,天和防务,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
1811,300398.SZ,飞凯材料,化工-化学制品-涂料油漆油墨制造,化工
1812,300399.SZ,京天利,计算机-计算机应用-IT服务,计算机
1813,300400.SZ,劲拓股份,机械设备-通用机械-其它通用机械,机械设备
1814,300401.SZ,花园生物,医药生物-化学制药-化学原料药,医药生物
1815,300402.SZ,宝色股份,机械设备-金属制品Ⅱ-金属制品Ⅲ,机械设备
1816,300403.SZ,汉宇集团,家用电器-白色家电-家电零部件,家用电器
1817,300404.SZ,博济医药,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,医药生物
1818,300405.SZ,科隆股份,化工-化学制品-其他化学制品,化工
1819,300406.SZ,九强生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1820,300407.SZ,凯发电气,电气设备-电气自动化设备-电网自动化,电气设备
1821,300408.SZ,三环集团,电子-元件Ⅱ-被动元件,电子
1822,300409.SZ,道氏技术,化工-化学原料-其他化学原料,化工
1823,300410.SZ,正业科技,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1824,300411.SZ,金盾股份,机械设备-专用设备-其它专用机械,机械设备
1825,300412.SZ,迦南科技,机械设备-专用设备-其它专用机械,机械设备
1826,300413.SZ,芒果超媒,传媒-互联网传媒-互联网信息服务,传媒
1827,300414.SZ,中光防雷,通信-通信设备-通信配套服务,通信
1828,300415.SZ,伊之密,机械设备-专用设备-其它专用机械,机械设备
1829,300416.SZ,苏试试验,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1830,300417.SZ,南华仪器,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1831,300418.SZ,昆仑万维,传媒-互联网传媒-移动互联网服务,传媒
1832,300419.SZ,浩丰科技,计算机-计算机应用-IT服务,计算机
1833,300420.SZ,五洋停车,机械设备-通用机械-其它通用机械,机械设备
1834,300421.SZ,力星股份,机械设备-通用机械-机械基础件,机械设备
1835,300422.SZ,博世科,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
1836,300423.SZ,鲁亿通,电气设备-高低压设备-中压设备,电气设备
1837,300424.SZ,航新科技,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
1838,300425.SZ,中建环能,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
1839,300426.SZ,唐德影视,传媒-文化传媒-影视动漫,传媒
1840,300427.SZ,红相股份,电气设备-电气自动化设备-电网自动化,电气设备
1841,300428.SZ,四通新材,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1842,300429.SZ,强力新材,化工-化学制品-其他化学制品,化工
1843,300430.SZ,诚益通,机械设备-通用机械-其它通用机械,机械设备
1844,300431.SZ,暴风集团,传媒-互联网传媒-互联网信息服务,传媒
1845,300432.SZ,富临精工,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1846,300433.SZ,蓝思科技,电子-电子制造-电子零部件制造,电子
1847,300434.SZ,金石亚药,医药生物-化学制药-化学制剂,医药生物
1848,300435.SZ,中泰股份,公用事业-燃气Ⅱ-燃气Ⅲ,公用事业
1849,300436.SZ,广生堂,医药生物-化学制药-化学制剂,医药生物
1850,300437.SZ,清水源,化工-化学制品-其他化学制品,化工
1851,300438.SZ,鹏辉能源,电子-其他电子Ⅱ-其他电子Ⅲ,电子
1852,300439.SZ,美康生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1853,300440.SZ,运达科技,计算机-计算机应用-IT服务,计算机
1854,300441.SZ,鲍斯股份,机械设备-通用机械-其它通用机械,机械设备
1855,300442.SZ,普丽盛,机械设备-专用设备-印刷包装机械,机械设备
1856,300443.SZ,金雷股份,电气设备-电源设备-风电设备,电气设备
1857,300444.SZ,双杰电气,电气设备-高低压设备-中压设备,电气设备
1858,300445.SZ,康斯特,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1859,300446.SZ,乐凯新材,化工-化学制品-其他化学制品,化工
1860,300447.SZ,全信股份,电气设备-高低压设备-线缆部件及其他,电气设备
1861,300448.SZ,浩云科技,计算机-计算机应用-IT服务,计算机
1862,300449.SZ,汉邦高科,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1863,300450.SZ,先导智能,机械设备-专用设备-其它专用机械,机械设备
1864,300451.SZ,创业慧康,计算机-计算机应用-软件开发,计算机
1865,300452.SZ,山河药辅,医药生物-化学制药-化学原料药,医药生物
1866,300453.SZ,三鑫医疗,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1867,300454.SZ,深信服,计算机-计算机应用-软件开发,计算机
1868,300455.SZ,康拓红外,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1869,300456.SZ,赛微电子,电子-半导体-集成电路,电子
1870,300457.SZ,赢合科技,机械设备-专用设备-其它专用机械,机械设备
1871,300458.SZ,全志科技,电子-半导体-集成电路,电子
1872,300459.SZ,金科文化,传媒-互联网传媒-移动互联网服务,传媒
1873,300460.SZ,惠伦晶体,电子-元件Ⅱ-被动元件,电子
1874,300461.SZ,田中精机,机械设备-专用设备-其它专用机械,机械设备
1875,300462.SZ,华铭智能,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1876,300463.SZ,迈克生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1877,300464.SZ,星徽精密,机械设备-通用机械-机械基础件,机械设备
1878,300465.SZ,高伟达,计算机-计算机应用-软件开发,计算机
1879,300466.SZ,赛摩智能,电气设备-电气自动化设备-计量仪表,电气设备
1880,300467.SZ,迅游科技,传媒-互联网传媒-其他互联网服务,传媒
1881,300468.SZ,四方精创,计算机-计算机应用-软件开发,计算机
1882,300469.SZ,信息发展,计算机-计算机应用-软件开发,计算机
1883,300470.SZ,中密控股,机械设备-通用机械-其它通用机械,机械设备
1884,300471.SZ,厚普股份,机械设备-专用设备-其它专用机械,机械设备
1885,300472.SZ,新元科技,机械设备-专用设备-其它专用机械,机械设备
1886,300473.SZ,德尔股份,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1887,300474.SZ,景嘉微,国防军工-航天装备Ⅱ-航天装备Ⅲ,国防军工
1888,300475.SZ,聚隆科技,家用电器-白色家电-家电零部件,家用电器
1889,300476.SZ,胜宏科技,电子-元件Ⅱ-印制电路板,电子
1890,300477.SZ,合纵科技,电气设备-高低压设备-中压设备,电气设备
1891,300478.SZ,杭州高新,化工-塑料-其他塑料制品,化工
1892,300479.SZ,神思电子,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1893,300480.SZ,光力科技,机械设备-专用设备-冶金矿采化工设备,机械设备
1894,300481.SZ,濮阳惠成,化工-化学制品-其他化学制品,化工
1895,300482.SZ,万孚生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1896,300483.SZ,沃施股份,机械设备-专用设备-其它专用机械,机械设备
1897,300484.SZ,蓝海华腾,电气设备-电气自动化设备-工控自动化,电气设备
1898,300485.SZ,赛升药业,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
1899,300486.SZ,东杰智能,机械设备-专用设备-其它专用机械,机械设备
1900,300487.SZ,蓝晓科技,化工-化学制品-其他化学制品,化工
1901,300488.SZ,恒锋工具,机械设备-通用机械-机械基础件,机械设备
1902,300489.SZ,中飞股份,有色金属-金属非金属新材料-金属新材料Ⅲ,有色金属
1903,300490.SZ,华自科技,电气设备-电气自动化设备-电网自动化,电气设备
1904,300491.SZ,通合科技,电气设备-电源设备-储能设备,电气设备
1905,300492.SZ,华图山鼎,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,建筑装饰
1906,300493.SZ,润欣科技,电子-半导体-集成电路,电子
1907,300494.SZ,盛天网络,传媒-互联网传媒-互联网信息服务,传媒
1908,300495.SZ,美尚生态,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,建筑装饰
1909,300496.SZ,中科创达,计算机-计算机应用-IT服务,计算机
1910,300497.SZ,富祥药业,医药生物-化学制药-化学原料药,医药生物
1911,300498.SZ,温氏股份,农林牧渔-畜禽养殖Ⅱ-畜禽养殖Ⅲ,农林牧渔
1912,300499.SZ,高澜股份,机械设备-专用设备-其它专用机械,机械设备
1913,300500.SZ,启迪设计,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,建筑装饰
1914,300501.SZ,海顺新材,轻工制造-包装印刷Ⅱ-包装印刷Ⅲ,轻工制造
1915,300502.SZ,新易盛,通信-通信设备-终端设备,通信
1916,300503.SZ,昊志机电,机械设备-通用机械-其它通用机械,机械设备
1917,300504.SZ,天邑股份,通信-通信设备-终端设备,通信
1918,300505.SZ,川金诺,化工-化学制品-磷化工及磷酸盐,化工
1919,300506.SZ,名家汇,建筑装饰-装修装饰Ⅱ-装修装饰Ⅲ,建筑装饰
1920,300507.SZ,苏奥传感,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1921,300508.SZ,维宏股份,计算机-计算机应用-IT服务,计算机
1922,300509.SZ,新美星,机械设备-专用设备-印刷包装机械,机械设备
1923,300510.SZ,金冠股份,电气设备-高低压设备-中压设备,电气设备
1924,300511.SZ,雪榕生物,农林牧渔-种植业-粮食种植,农林牧渔
1925,300512.SZ,中亚股份,机械设备-专用设备-印刷包装机械,机械设备
1926,300513.SZ,恒实科技,通信-通信设备-通信配套服务,通信
1927,300514.SZ,友讯达,电气设备-电气自动化设备-计量仪表,电气设备
1928,300515.SZ,三德科技,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1929,300516.SZ,久之洋,电子-其他电子Ⅱ-其他电子Ⅲ,电子
1930,300517.SZ,海波重科,建筑装饰-专业工程-钢结构,建筑装饰
1931,300518.SZ,盛讯达,传媒-互联网传媒-移动互联网服务,传媒
1932,300519.SZ,新光药业,医药生物-中药Ⅱ-中药Ⅲ,医药生物
1933,300520.SZ,科大国创,计算机-计算机应用-软件开发,计算机
1934,300521.SZ,爱司凯,机械设备-专用设备-印刷包装机械,机械设备
1935,300522.SZ,世名科技,化工-化学制品-涂料油漆油墨制造,化工
1936,300523.SZ,辰安科技,计算机-计算机应用-IT服务,计算机
1937,300525.SZ,博思软件,计算机-计算机应用-软件开发,计算机
1938,300526.SZ,中潜股份,纺织服装-服装家纺-其他服装,纺织服装
1939,300527.SZ,中船应急,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,国防军工
1940,300528.SZ,幸福蓝海,传媒-文化传媒-影视动漫,传媒
1941,300529.SZ,健帆生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1942,300530.SZ,达志科技,化工-化学制品-其他化学制品,化工
1943,300531.SZ,优博讯,通信-通信设备-终端设备,通信
1944,300532.SZ,今天国际,计算机-计算机应用-IT服务,计算机
1945,300533.SZ,冰川网络,传媒-互联网传媒-移动互联网服务,传媒
1946,300534.SZ,陇神戎发,医药生物-中药Ⅱ-中药Ⅲ,医药生物
1947,300535.SZ,达威股份,化工-化学制品-纺织化学用品,化工
1948,300536.SZ,农尚环境,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,建筑装饰
1949,300537.SZ,广信材料,化工-化学制品-涂料油漆油墨制造,化工
1950,300538.SZ,同益股份,化工-塑料-改性塑料,化工
1951,300539.SZ,横河模具,化工-塑料-其他塑料制品,化工
1952,300540.SZ,深冷股份,机械设备-专用设备-其它专用机械,机械设备
1953,300541.SZ,先进数通,计算机-计算机应用-IT服务,计算机
1954,300542.SZ,新晨科技,计算机-计算机应用-软件开发,计算机
1955,300543.SZ,朗科智能,电子-电子制造-电子零部件制造,电子
1956,300545.SZ,联得装备,电子-光学光电子-显示器件Ⅲ,电子
1957,300546.SZ,雄帝科技,计算机-计算机设备Ⅱ-计算机设备Ⅲ,计算机
1958,300547.SZ,川环科技,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1959,300548.SZ,博创科技,通信-通信设备-通信传输设备,通信
1960,300549.SZ,优德精密,机械设备-专用设备-其它专用机械,机械设备
1961,300550.SZ,和仁科技,计算机-计算机应用-软件开发,计算机
1962,300551.SZ,古鳌科技,机械设备-专用设备-其它专用机械,机械设备
1963,300552.SZ,万集科技,计算机-计算机应用-软件开发,计算机
1964,300553.SZ,集智股份,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1965,300554.SZ,三超新材,机械设备-通用机械-磨具磨料,机械设备
1966,300555.SZ,路通视信,通信-通信设备-通信传输设备,通信
1967,300556.SZ,丝路视觉,计算机-计算机应用-软件开发,计算机
1968,300557.SZ,理工光科,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1969,300558.SZ,贝达药业,医药生物-化学制药-化学制剂,医药生物
1970,300559.SZ,佳发教育,计算机-计算机应用-软件开发,计算机
1971,300560.SZ,中富通,通信-通信设备-通信配套服务,通信
1972,300561.SZ,汇金科技,计算机-计算机应用-软件开发,计算机
1973,300562.SZ,乐心医疗,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
1974,300563.SZ,神宇股份,通信-通信设备-通信传输设备,通信
1975,300564.SZ,筑博设计,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,建筑装饰
1976,300565.SZ,科信技术,通信-通信设备-通信传输设备,通信
1977,300566.SZ,激智科技,电子-光学光电子-光学元件,电子
1978,300567.SZ,精测电子,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1979,300568.SZ,星源材质,化工-化学制品-其他化学制品,化工
1980,300569.SZ,天能重工,电气设备-电源设备-风电设备,电气设备
1981,300570.SZ,太辰光,通信-通信设备-通信传输设备,通信
1982,300571.SZ,平治信息,通信-通信设备-通信配套服务,通信
1983,300572.SZ,安车检测,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
1984,300573.SZ,兴齐眼药,医药生物-化学制药-化学制剂,医药生物
1985,300575.SZ,中旗股份,化工-化学制品-农药,化工
1986,300576.SZ,容大感光,化工-化学制品-涂料油漆油墨制造,化工
1987,300577.SZ,开润股份,纺织服装-纺织制造-其他纺织,纺织服装
1988,300578.SZ,会畅通讯,通信-通信运营Ⅱ-通信运营Ⅲ,通信
1989,300579.SZ,数字认证,计算机-计算机应用-软件开发,计算机
1990,300580.SZ,贝斯特,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1991,300581.SZ,晨曦航空,国防军工-航空装备Ⅱ-航空装备Ⅲ,国防军工
1992,300582.SZ,英飞特,电子-光学光电子-LED,电子
1993,300583.SZ,赛托生物,医药生物-化学制药-化学原料药,医药生物
1994,300584.SZ,海辰药业,医药生物-化学制药-化学制剂,医药生物
1995,300585.SZ,奥联电子,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
1996,300586.SZ,美联新材,化工-塑料-其他塑料制品,化工
1997,300587.SZ,天铁股份,化工-橡胶-其他橡胶制品,化工
1998,300588.SZ,熙菱信息,计算机-计算机应用-软件开发,计算机
1999,300589.SZ,江龙船艇,国防军工-船舶制造Ⅱ-船舶制造Ⅲ,国防军工
2000,300590.SZ,移为通信,通信-通信设备-终端设备,通信
2001,300591.SZ,万里马,纺织服装-服装家纺-鞋帽,纺织服装
2002,300592.SZ,华凯创意,建筑装饰-装修装饰Ⅱ-装修装饰Ⅲ,建筑装饰
2003,300593.SZ,新雷能,电气设备-电源设备-储能设备,电气设备
2004,300594.SZ,朗进科技,机械设备-运输设备Ⅱ-铁路设备,机械设备
2005,300595.SZ,欧普康视,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
2006,300596.SZ,利安隆,化工-化学制品-其他化学制品,化工
2007,300597.SZ,吉大通信,通信-通信设备-通信配套服务,通信
2008,300598.SZ,诚迈科技,计算机-计算机应用-软件开发,计算机
2009,300599.SZ,雄塑科技,建筑材料-其他建材Ⅱ-管材,建筑材料
2010,300600.SZ,瑞特股份,国防军工-船舶制造Ⅱ-船舶制造Ⅲ,国防军工
2011,300601.SZ,康泰生物,医药生物-生物制品Ⅱ-生物制品Ⅲ,医药生物
2012,300602.SZ,飞荣达,电子-电子制造-电子零部件制造,电子
2013,300603.SZ,立昂技术,通信-通信设备-通信配套服务,通信
2014,300604.SZ,长川科技,机械设备-专用设备-其它专用机械,机械设备
2015,300605.SZ,恒锋信息,计算机-计算机应用-软件开发,计算机
2016,300606.SZ,金太阳,机械设备-通用机械-磨具磨料,机械设备
2017,300607.SZ,拓斯达,机械设备-通用机械-其它通用机械,机械设备
2018,300608.SZ,思特奇,计算机-计算机应用-软件开发,计算机
2019,300609.SZ,汇纳科技,计算机-计算机应用-IT服务,计算机
2020,300610.SZ,晨化股份,化工-化学制品-其他化学制品,化工
2021,300611.SZ,美力科技,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
2022,300612.SZ,宣亚国际,传媒-营销传播-营销服务,传媒
2023,300613.SZ,富瀚微,电子-半导体-集成电路,电子
2024,300615.SZ,欣天科技,通信-通信设备-通信传输设备,通信
2025,300616.SZ,尚品宅配,轻工制造-家用轻工-家具,轻工制造
2026,300617.SZ,安靠智电,电气设备-高低压设备-线缆部件及其他,电气设备
2027,300618.SZ,寒锐钴业,有色金属-稀有金属-其他稀有小金属,有色金属
2028,300619.SZ,金银河,机械设备-专用设备-其它专用机械,机械设备
2029,300620.SZ,光库科技,通信-通信设备-通信传输设备,通信
2030,300621.SZ,维业股份,建筑装饰-装修装饰Ⅱ-装修装饰Ⅲ,建筑装饰
2031,300622.SZ,博士眼镜,商业贸易-专业零售-专业连锁,商业贸易
2032,300623.SZ,捷捷微电,电子-半导体-分立器件,电子
2033,300624.SZ,万兴科技,计算机-计算机应用-软件开发,计算机
2034,300625.SZ,三雄极光,电子-光学光电子-LED,电子
2035,300626.SZ,华瑞股份,电气设备-电机Ⅱ-电机Ⅲ,电气设备
2036,300627.SZ,华测导航,通信-通信设备-终端设备,通信
2037,300628.SZ,亿联网络,通信-通信设备-终端设备,通信
2038,300629.SZ,新劲刚,机械设备-通用机械-磨具磨料,机械设备
2039,300630.SZ,普利制药,医药生物-化学制药-化学制剂,医药生物
2040,300631.SZ,久吾高科,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,公用事业
2041,300632.SZ,光莆股份,电子-光学光电子-LED,电子
2042,300633.SZ,开立医疗,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
2043,300634.SZ,彩讯股份,计算机-计算机应用-IT服务,计算机
2044,300635.SZ,中达安,建筑装饰-专业工程-其他专业工程,建筑装饰
2045,300636.SZ,同和药业,医药生物-化学制药-化学原料药,医药生物
2046,300637.SZ,扬帆新材,化工-化学制品-其他化学制品,化工
2047,300638.SZ,广和通,通信-通信设备-通信配套服务,通信
2048,300639.SZ,凯普生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
2049,300640.SZ,德艺文创,轻工制造-家用轻工-其他家用轻工,轻工制造
2050,300641.SZ,正丹股份,化工-化学制品-其他化学制品,化工
2051,300642.SZ,透景生命,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
2052,300643.SZ,万通智控,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
2053,300644.SZ,南京聚隆,化工-塑料-改性塑料,化工
2054,300645.SZ,正元智慧,计算机-计算机应用-IT服务,计算机
2055,300647.SZ,超频三,电子-电子制造-电子零部件制造,电子
2056,300648.SZ,星云股份,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
2057,300649.SZ,杭州园林,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,建筑装饰
2058,300650.SZ,太龙照明,电子-光学光电子-LED,电子
2059,300651.SZ,金陵体育,轻工制造-家用轻工-文娱用品,轻工制造
2060,300652.SZ,雷迪克,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,汽车
2061,300653.SZ,正海生物,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,医药生物
2062,300654.SZ,世纪天鸿,传媒-文化传媒-平面媒体,传媒
2063,300655.SZ,晶瑞股份,化工-化学原料-其他化学原料,化工
2064,300656.SZ,民德电子,电子-其他电子Ⅱ-其他电子Ⅲ,电子
2065,300657.SZ,弘信电子,电子-元件Ⅱ-印制电路板,电子
2066,300658.SZ,延江股份,纺织服装-纺织制造-其他纺织,纺织服装
2067,300659.SZ,中孚信息,计算机-计算机应用-软件开发,计算机
2068,300660.SZ,江苏雷利,电气设备-电机Ⅱ-电机Ⅲ,电气设备
2069,300661.SZ,圣邦股份,电子-半导体-集成电路,电子
2070,300662.SZ,科锐国际,休闲服务-其他休闲服务Ⅱ-其他休闲服务Ⅲ,休闲服务
2071,300663.SZ,科蓝软件,计算机-计算机应用-软件开发,计算机
2072,300664.SZ,鹏鹞环保,公用事业-水务Ⅱ-水务Ⅲ,公用事业
2073,300665.SZ,飞鹿股份,化工-化学制品-涂料油漆油墨制造,化工
2074,300666.SZ,江丰电子,电子-半导体-半导体材料,电子
2075,300667.SZ,必创科技,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,机械设备
2076,300668.SZ,杰恩设计,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,建筑装饰
2077,300669.SZ,沪宁股份,机械设备-专用设备-楼宇设备,机械设备
2078,300670.SZ,大烨智能,电气设备-高低压设备-中压设备,电气设备
2079,300671.SZ,富满电子,电子-半导体-集成电路,电子
2080,300672.SZ,国科微,电子-半导体-集成电路,电子
